CustomerID,Age,AnnualIncome_k,Tenure_Months,Recency_Days,Frequency_Purchases,MonetaryTotal,AvgOrderValue,NumWebPurchases,NumStorePurchases,NumCatalogPurchases,NumWebVisitsPerMonth,NumDealsPurchases,DiscountUsageRate,CartAbandonRate,ReturnRate,NumComplaints,LoyaltyPoints,EmailOpenRate,AppSessionMinPerMonth,SocialEngagementScore,WishlistItems,ReviewsWritten,CustomerServiceContacts,Spend_Electronics,Spend_Apparel,Spend_Grocery,Spend_HomeGoods,Spend_Beauty
CUST00020,36.8,77.9,10.1,24.2,11.0,369.24,34.96,4.8,4.2,2.1,16.9,5.1,0.74,0.37,0.096,1,1579.0,0.402,44.6,47.8,12,2,0,23.5,46.8,212.93,12.46,73.55
CUST00021,55.7,43.7,47.5,79.3,3.5,200.45,58.28,1.7,0.8,0.9,1.4,1.0,0.171,0.155,0.106,2,242.0,0.07,12.5,3.8,3,0,2,52.13,13.41,131.19,1.94,1.79
CUST00022,37.3,115.9,45.3,3.1,47.4,10122.21,168.89,19.3,22.2,6.0,7.2,4.1,0.142,0.07,0.027,0,0.0,0.343,103.1,47.4,2,9,1,1931.54,1825.6,1375.48,2404.59,2585.01
CUST00023,20.5,42.2,20.2,19.1,13.2,627.53,45.6,5.2,5.4,2.5,5.5,10.2,0.559,0.399,0.148,3,1294.0,0.609,83.5,41.4,14,3,0,63.91,57.36,406.77,50.1,49.39
CUST00024,43.5,66.8,28.4,18.2,28.8,1168.1,34.34,15.0,13.2,0.7,15.1,16.8,0.814,0.285,0.1,0,938.0,0.527,82.5,50.1,12,1,1,3.6,251.51,501.15,172.16,239.68
CUST00025,28.1,58.5,14.2,10.0,12.3,852.93,66.53,5.7,3.9,2.6,29.3,4.7,0.257,0.334,0.181,1,794.0,0.301,81.7,126.2,25,1,1,239.35,404.94,101.33,39.81,67.5
CUST00026,43.7,78.9,92.6,103.2,2.5,122.52,45.65,1.2,0.7,0.6,1.9,1.6,0.269,0.291,0.17,0,213.0,0.036,9.1,4.9,0,0,2,14.33,37.13,48.49,14.05,8.51
CUST00027,49.6,56.8,17.0,9.5,14.3,579.95,40.36,4.6,6.9,2.7,10.5,14.3,0.543,0.321,0.18,1,1963.0,0.497,32.4,53.1,10,3,0,128.6,201.85,145.24,53.64,50.62
CUST00028,27.3,49.0,13.8,3.9,18.9,1209.03,64.44,6.7,7.6,4.6,34.8,5.2,0.298,0.426,0.16,1,800.0,0.217,64.3,144.5,20,2,2,718.01,214.79,8.25,78.49,189.49
CUST00029,33.6,65.0,15.7,11.8,8.2,544.02,58.41,2.6,2.5,3.0,31.0,6.4,0.454,0.471,0.184,0,688.0,0.146,201.9,109.5,22,3,0,214.47,175.24,20.34,34.52,99.45
CUST00030,45.0,96.4,68.8,4.0,36.0,4645.38,132.87,19.6,14.6,1.8,12.8,3.4,0.09,0.065,0.02,0,3160.0,0.196,109.2,49.7,9,8,0,925.33,1648.16,554.81,666.3,850.78
CUST00031,65.7,52.6,37.3,127.8,2.7,231.58,82.94,1.0,1.3,0.4,1.0,0.8,0.261,0.325,0.105,3,131.0,0.01,8.0,5.7,1,0,1,4.17,31.84,121.05,13.44,61.09
CUST00032,45.3,70.2,43.7,7.8,53.7,5946.96,96.63,29.6,24.0,0.1,13.5,3.3,0.153,0.079,0.041,0,3899.0,0.786,102.0,30.8,6,5,1,3030.55,1143.37,482.26,745.25,545.53
CUST00033,43.5,93.0,73.4,7.1,40.6,7444.47,187.11,13.0,17.5,10.2,17.4,3.3,0.145,0.114,0.034,0,4306.0,0.783,104.8,22.9,10,5,0,1178.56,1484.78,2241.27,935.13,1604.72
CUST00034,49.5,63.5,42.6,43.4,14.6,611.48,41.57,5.5,3.7,5.3,7.9,1.7,0.333,0.139,0.097,0,2007.0,0.189,42.7,25.0,4,1,0,152.46,24.9,191.01,92.21,150.89
CUST00035,43.3,58.4,33.2,51.3,7.9,559.48,68.86,2.7,1.6,3.6,7.7,3.2,0.341,0.164,0.037,1,1907.0,0.42,43.8,28.6,9,3,1,80.39,95.14,174.74,33.72,175.5
CUST00036,41.0,47.7,40.3,40.7,7.1,290.01,39.57,3.5,3.2,0.3,6.9,6.9,0.289,0.28,0.1,2,1840.0,0.072,30.8,21.9,5,0,0,17.97,98.84,62.98,70.95,39.27
CUST00037,31.9,72.4,32.6,15.4,31.2,1121.39,36.63,18.1,7.0,6.0,11.6,15.9,0.71,0.28,0.114,0,1326.0,0.214,48.2,35.4,8,4,1,70.15,219.53,598.01,220.98,12.74
CUST00038,49.8,94.7,42.1,5.0,27.7,3164.86,108.09,13.1,9.7,4.8,3.7,2.6,0.109,0.088,0.021,0,3133.0,0.546,22.1,29.5,7,8,1,1594.58,777.35,158.16,574.35,60.42
CUST00039,52.4,43.9,53.7,290.3,1.7,77.5,57.51,0.8,0.4,0.5,2.6,0.6,0.224,0.145,0.157,2,201.0,0.053,11.9,4.0,0,0,3,17.1,3.81,51.91,4.68,0.01
CUST00040,24.6,55.9,15.6,15.4,19.9,921.92,52.66,8.9,9.5,1.5,18.7,5.4,0.241,0.351,0.147,0,1140.0,0.204,213.0,0.0,22,2,0,116.81,535.7,43.13,42.08,184.19
CUST00041,45.5,95.9,65.3,7.3,12.8,1727.39,131.88,5.3,5.6,1.9,6.9,2.0,0.084,0.114,0.024,0,3279.0,0.675,114.7,60.9,3,5,2,598.09,138.69,283.9,220.27,486.45
CUST00042,30.1,71.1,11.5,9.1,6.8,363.86,48.52,2.2,1.6,3.1,20.9,6.8,0.283,0.494,0.098,0,885.0,0.286,61.3,85.3,18,6,0,119.17,38.02,66.93,70.02,69.72
CUST00043,49.8,87.3,39.2,6.3,17.6,3406.92,198.2,8.1,5.1,4.5,11.2,2.3,0.043,0.078,0.018,0,6704.0,0.57,53.7,31.1,9,5,1,786.28,1173.25,210.62,739.73,497.04
CUST00044,40.5,79.0,27.9,33.0,11.5,549.81,56.39,5.4,3.5,2.5,7.3,1.7,0.299,0.226,0.09,0,982.0,0.174,26.8,28.3,3,1,0,123.8,121.87,117.62,74.95,111.58
CUST00045,51.4,21.9,24.1,17.7,14.4,583.24,38.67,6.1,3.4,4.9,12.3,14.4,0.769,0.366,0.099,0,1494.0,0.138,87.5,46.5,13,1,1,75.57,153.08,225.32,11.44,117.82
CUST00046,43.9,62.5,50.5,55.2,3.3,245.0,73.27,1.6,1.1,0.6,2.2,1.3,0.212,0.298,0.156,2,464.0,0.052,12.0,4.5,1,0,3,31.48,14.55,187.0,11.74,0.24
CUST00047,48.3,48.0,41.8,7.9,32.4,1062.74,32.59,10.9,15.6,5.9,12.4,21.2,0.862,0.397,0.079,0,1589.0,0.176,32.1,35.5,8,2,1,1.36,277.46,635.83,1.95,146.14
CUST00048,28.3,47.3,13.4,13.0,5.3,410.33,76.75,2.5,1.7,1.1,21.4,5.3,0.297,0.456,0.17,0,625.0,0.32,162.6,111.5,19,4,2,34.7,110.7,14.67,86.38,163.87
CUST00049,22.9,38.5,7.1,5.1,16.6,1317.91,76.92,5.7,4.7,6.2,19.7,7.1,0.196,0.214,0.132,0,943.0,0.368,118.1,102.9,15,3,0,157.83,471.12,66.16,22.23,600.58
CUST00050,47.6,41.4,26.6,13.8,26.7,1494.45,50.72,13.0,8.6,5.1,15.1,12.4,0.294,0.157,0.092,2,1478.0,0.451,65.3,60.5,15,1,2,33.31,120.61,775.51,18.99,546.02
CUST00051,47.6,79.0,43.4,18.5,17.4,1689.23,90.33,9.2,4.7,3.5,13.0,1.3,0.211,0.137,0.098,1,1736.0,0.211,23.1,30.0,4,0,0,307.66,233.17,184.02,135.27,829.1
CUST00052,67.6,37.3,79.1,130.3,3.8,191.93,54.35,1.9,1.8,0.1,2.2,0.3,0.238,0.263,0.222,1,313.0,0.037,5.7,7.4,1,0,3,2.9,1.99,115.71,50.28,21.05
CUST00053,39.4,55.5,40.5,45.1,7.5,727.93,87.21,3.4,1.7,2.4,8.4,4.1,0.292,0.071,0.101,1,1442.0,0.281,26.2,17.7,8,0,0,200.65,193.15,39.56,113.43,181.14
CUST00054,47.0,102.3,32.0,18.5,12.7,1153.02,100.8,4.3,6.2,2.2,7.0,4.7,0.246,0.141,0.107,0,2714.0,0.406,66.9,25.3,4,0,2,66.52,109.27,542.66,337.42,97.15
CUST00055,24.2,50.0,17.2,14.0,22.9,929.96,35.62,13.3,6.3,3.3,19.9,0.6,0.194,0.479,0.106,1,851.0,0.213,89.9,85.7,17,1,1,474.57,94.18,4.87,129.09,227.25
CUST00056,44.8,69.6,20.5,55.3,18.0,494.89,30.7,6.3,7.5,4.1,7.2,2.5,0.412,0.271,0.085,0,2093.0,0.317,54.5,21.0,4,1,0,26.76,76.78,141.01,212.17,38.17
CUST00057,46.6,107.3,54.3,0.0,34.7,5103.47,150.49,15.0,13.6,6.1,17.2,2.2,0.088,0.067,0.029,0,3905.0,0.683,79.4,14.7,8,8,0,1697.5,1040.32,149.95,1056.14,1159.57
CUST00058,34.5,50.1,25.2,14.2,24.2,175.61,9.52,10.9,5.3,8.0,12.3,12.9,0.687,0.363,0.094,2,1474.0,0.24,50.1,42.1,19,1,0,2.49,31.84,36.48,83.63,21.16
CUST00059,52.9,52.1,64.6,12.4,25.0,766.58,31.76,8.3,12.2,4.6,9.8,1.8,0.085,0.117,0.036,0,2444.0,0.457,112.3,49.6,5,7,1,103.96,278.87,49.73,198.19,135.84
CUST00060,32.6,64.2,41.5,1.7,25.9,223.84,9.58,13.0,8.9,4.0,22.0,10.7,0.421,0.158,0.082,1,1357.0,0.251,110.3,65.5,9,0,1,22.8,84.62,54.03,36.5,25.88
CUST00061,30.4,57.5,25.2,5.6,24.7,1341.31,66.63,8.7,8.4,7.6,13.8,17.6,0.674,0.374,0.093,1,1803.0,0.406,65.5,57.2,17,5,0,65.52,242.63,585.95,164.5,282.72
CUST00062,38.5,39.2,23.7,9.5,31.5,1169.06,33.48,15.7,12.7,3.1,17.0,26.9,0.362,0.248,0.156,1,1541.0,0.373,40.2,28.5,12,3,1,339.67,226.13,365.4,131.39,106.47
CUST00063,40.3,78.4,35.7,23.5,13.0,1205.11,92.18,6.4,5.5,1.1,3.9,2.9,0.117,0.17,0.046,0,1886.0,0.243,31.7,26.0,7,1,0,483.75,149.23,152.25,333.5,86.38
CUST00064,46.4,60.3,49.9,12.8,16.4,714.38,42.26,8.6,7.3,0.5,19.8,7.0,0.622,0.386,0.157,1,1766.0,0.392,61.7,41.2,12,1,2,113.6,131.95,200.92,157.74,110.17
CUST00065,53.7,75.7,39.5,20.2,19.6,636.72,31.48,6.1,9.6,3.9,18.6,12.8,0.858,0.503,0.087,1,1048.0,0.337,92.5,46.8,11,2,2,14.28,164.8,319.41,86.78,51.45
CUST00066,25.5,70.2,12.4,12.0,13.3,606.13,38.58,7.0,4.7,1.6,10.5,5.3,0.381,0.224,0.15,1,906.0,0.144,150.6,101.3,13,1,1,248.52,28.87,61.29,80.06,187.39
CUST00067,55.1,97.7,38.0,1.7,29.0,6972.45,233.83,15.3,8.0,5.8,9.9,3.4,0.1,0.085,0.03,1,2971.0,0.765,113.9,27.3,2,3,0,400.43,2026.82,1203.86,1523.5,1817.85
CUST00068,33.2,52.2,23.2,28.1,9.5,584.1,67.37,4.4,2.1,3.0,8.9,4.8,0.215,0.188,0.085,1,2354.0,0.306,26.1,12.9,4,1,0,264.32,103.35,115.52,33.71,67.2
CUST00069,44.2,99.5,46.2,6.7,16.4,2148.61,127.6,8.7,5.0,2.7,9.8,3.2,0.065,0.092,0.041,0,4806.0,0.344,50.1,15.4,5,6,0,857.67,298.44,338.22,559.15,95.13
CUST00070,49.5,46.2,37.7,24.9,10.2,505.86,53.59,3.5,3.0,3.8,8.0,3.7,0.274,0.299,0.083,0,2078.0,0.258,29.0,18.0,7,0,1,103.91,60.42,117.83,41.74,181.96
CUST00071,53.6,51.2,25.7,118.0,4.1,295.38,68.07,1.7,0.9,1.5,2.3,1.2,0.3,0.143,0.297,2,271.0,0.054,13.2,3.7,1,0,6,110.0,26.02,126.91,11.8,20.65
CUST00072,44.6,64.7,19.4,16.0,27.2,1639.43,55.42,10.9,10.7,5.5,17.7,14.3,0.726,0.313,0.092,2,1889.0,0.39,80.5,34.1,16,1,2,47.26,565.9,241.76,123.48,661.04
CUST00073,47.7,114.7,23.7,8.6,24.4,3483.57,114.34,10.1,9.4,4.9,14.4,1.6,0.11,0.082,0.031,0,4916.0,0.377,139.1,58.0,6,4,0,952.75,612.82,103.12,565.02,1249.86
CUST00074,43.7,113.4,35.6,33.6,4.9,229.48,47.86,2.2,2.1,0.6,6.0,3.0,0.259,0.16,0.108,0,1498.0,0.253,33.8,37.4,3,0,0,7.45,36.33,59.25,15.76,110.69
CUST00075,41.3,45.5,75.7,138.3,4.0,292.42,79.74,1.8,0.9,1.3,1.1,1.1,0.269,0.282,0.102,0,341.0,0.053,4.7,5.4,2,0,3,26.14,15.9,210.77,25.26,14.35
CUST00076,52.7,61.4,89.2,171.5,1.6,73.26,46.66,1.0,0.4,0.2,1.2,1.0,0.183,0.178,0.176,1,432.0,0.049,6.4,5.2,0,0,3,23.65,12.02,23.95,9.75,3.9
CUST00077,49.0,67.5,82.2,82.2,3.6,141.33,39.51,1.4,1.8,0.4,2.1,0.4,0.153,0.281,0.253,4,239.0,0.034,6.1,7.8,1,0,1,12.84,23.15,71.68,2.13,31.52
CUST00078,36.6,156.3,62.4,13.4,21.3,2375.23,150.92,8.8,10.5,2.0,9.0,3.1,0.102,0.015,0.032,0,4809.0,0.613,101.2,13.7,6,6,1,55.68,1054.03,45.03,527.99,692.51
CUST00079,33.1,49.3,25.6,17.8,20.7,469.0,22.85,10.6,10.2,0.0,13.5,19.5,0.46,0.453,0.116,1,935.0,0.381,82.5,12.7,11,5,1,76.05,188.7,31.72,12.37,160.15
CUST00080,49.9,113.0,39.0,9.6,0.0,2.36,107.73,0.0,0.0,0.0,9.1,0.0,0.124,0.035,0.03,0,4904.0,0.494,30.9,50.3,8,7,1,1.4,0.48,0.21,0.19,0.08
CUST00081,47.6,57.5,25.1,11.0,11.1,93.99,7.98,6.2,2.7,2.2,8.2,4.8,0.329,0.212,0.119,0,1899.0,0.292,22.6,28.0,8,1,0,31.88,8.4,12.89,16.28,24.54
CUST00082,38.1,30.0,65.2,142.6,3.8,131.5,32.01,1.2,1.4,1.2,3.1,1.1,0.163,0.151,0.241,1,287.0,0.068,6.6,4.3,1,0,3,13.43,10.71,79.81,9.63,17.93
CUST00083,28.7,62.3,29.4,8.2,15.1,841.82,55.48,6.2,6.1,2.8,14.5,14.6,0.573,0.332,0.058,2,1015.0,0.329,81.6,67.2,9,2,2,57.89,107.99,520.22,89.9,65.82
CUST00084,46.6,55.9,46.8,8.1,14.8,1287.05,94.81,8.6,6.8,0.0,6.2,2.9,0.082,0.088,0.036,0,4933.0,0.601,60.3,38.9,5,4,1,402.62,28.71,82.23,594.79,178.7
CUST00085,45.6,49.2,26.4,10.9,11.0,460.5,39.66,3.7,4.6,2.7,16.5,11.0,0.814,0.207,0.088,1,995.0,0.53,82.6,47.8,14,4,1,47.13,135.24,135.3,102.88,39.95
CUST00086,33.7,61.8,12.5,12.9,4.9,235.07,53.61,1.9,1.4,1.6,20.2,4.9,0.718,0.261,0.124,2,1197.0,0.304,58.1,55.9,9,3,0,2.57,58.62,115.63,44.45,13.8
CUST00087,56.1,73.5,23.6,151.2,2.7,81.68,29.66,0.8,1.0,0.8,1.7,0.8,0.206,0.164,0.168,2,389.0,0.068,13.9,6.7,0,0,1,9.87,17.13,44.23,8.67,1.78
CUST00088,66.8,83.9,72.7,194.8,3.7,217.88,54.48,1.1,1.4,1.2,1.0,1.1,0.195,0.231,0.151,1,378.0,0.05,6.5,4.3,2,0,2,30.31,23.73,41.01,13.7,109.12
CUST00089,48.9,52.7,22.0,47.2,3.5,231.05,67.85,1.1,1.4,0.9,9.4,3.5,0.246,0.229,0.084,0,1783.0,0.247,21.9,18.6,4,0,0,13.59,20.32,63.42,67.58,66.15
CUST00090,25.8,44.8,14.7,13.8,18.8,818.24,40.51,10.8,5.9,2.1,19.4,6.5,0.273,0.31,0.238,0,1189.0,0.192,189.5,81.1,21,1,2,407.08,128.78,91.99,14.74,175.63
CUST00091,50.3,154.8,24.8,7.2,32.3,3400.86,115.14,18.5,11.3,2.4,10.8,3.1,0.088,0.088,0.025,0,3130.0,0.683,69.0,24.5,8,2,1,645.21,1875.18,53.13,551.19,276.15
CUST00092,51.8,66.3,60.2,215.3,2.9,189.51,67.8,1.2,1.1,0.6,2.6,1.1,0.13,0.31,0.156,2,240.0,0.072,6.4,5.1,1,0,4,52.83,27.96,69.05,8.51,31.15
CUST00093,47.2,83.2,70.8,117.9,2.4,154.34,76.05,1.4,0.8,0.1,2.0,0.4,0.279,0.366,0.164,5,286.0,0.029,8.9,4.7,0,1,2,29.77,6.59,90.89,15.73,11.36
CUST00094,35.9,61.3,13.3,7.4,25.3,1038.84,40.87,8.4,12.4,4.5,30.7,2.1,0.343,0.308,0.187,1,640.0,0.315,198.1,77.1,17,2,0,275.6,162.9,171.55,262.62,166.17
CUST00095,53.9,55.9,51.3,146.9,1.4,99.7,61.82,0.8,0.5,0.1,1.6,0.8,0.275,0.194,0.293,2,245.0,0.059,9.3,5.7,0,1,1,11.48,13.87,36.52,14.68,23.15
CUST00096,24.7,52.3,12.7,9.7,0.0,0.0,58.47,0.0,0.0,0.0,38.9,0.0,0.206,0.514,0.163,0,1159.0,0.252,220.1,91.6,15,5,1,0.0,0.0,0.0,0.0,0.0
CUST00097,23.5,55.8,7.7,15.1,12.3,716.95,66.91,4.1,5.6,2.5,30.9,7.6,0.335,0.316,0.161,0,1034.0,0.187,150.9,94.0,18,6,0,380.04,192.09,29.82,49.8,65.2
CUST00098,28.0,24.8,13.3,8.9,13.8,750.12,53.11,5.4,2.9,5.5,23.7,3.0,0.344,0.187,0.058,0,1100.0,0.243,207.1,55.7,17,2,0,151.66,401.56,132.6,5.26,59.04
CUST00099,47.5,103.2,67.0,5.2,34.2,4464.79,132.84,12.3,16.5,5.4,9.4,2.0,0.1,0.078,0.032,1,5364.0,0.377,121.3,18.4,2,6,0,928.41,1870.4,32.41,1186.06,447.5
CUST00100,27.4,95.4,39.9,9.5,2.3,613.53,255.88,0.7,0.5,1.1,10.5,2.3,0.17,0.101,0.039,0,3852.0,0.594,52.3,23.4,5,2,0,157.4,303.94,10.76,102.93,38.49
CUST00101,39.5,136.6,62.3,12.4,19.6,3460.88,165.68,11.3,7.8,0.6,8.3,2.1,0.148,0.06,0.019,0,4194.0,0.442,80.9,21.5,6,4,1,1537.95,178.24,53.75,1346.96,343.98
CUST00102,65.0,68.9,70.6,219.2,3.5,135.16,40.78,1.4,0.7,1.4,2.2,0.5,0.191,0.266,0.069,3,300.0,0.068,11.1,2.2,0,1,3,7.17,29.36,56.12,22.72,19.78
CUST00103,34.9,62.7,17.5,13.8,30.2,1185.24,37.41,17.7,8.9,3.6,12.4,8.2,0.522,0.325,0.086,1,1870.0,0.583,58.1,23.9,11,3,1,31.37,241.95,750.3,92.89,68.74
CUST00104,18.0,60.9,13.5,12.3,12.3,715.07,54.19,4.3,3.2,4.8,52.2,7.9,0.224,0.208,0.135,0,1263.0,0.347,157.6,126.7,10,3,1,237.93,164.55,34.97,165.51,112.11
CUST00105,42.4,67.7,16.6,66.9,6.2,255.64,42.81,3.1,1.9,1.2,11.6,4.0,0.305,0.232,0.097,0,2749.0,0.277,12.4,27.3,4,3,1,99.63,38.04,49.74,21.32,46.91
CUST00106,44.4,52.4,18.6,12.4,7.4,177.17,23.75,3.2,1.6,2.5,15.1,7.4,0.651,0.304,0.061,0,1656.0,0.213,64.8,41.6,17,3,0,8.9,38.12,119.9,0.78,9.47
CUST00107,18.0,42.8,8.2,16.8,15.4,824.2,49.29,8.9,6.6,0.0,15.2,4.2,0.306,0.589,0.173,2,909.0,0.31,185.4,50.2,12,2,0,308.39,211.17,100.08,73.88,130.68
CUST00108,35.1,59.9,58.7,178.6,2.3,100.41,44.06,1.3,0.9,0.1,2.1,1.0,0.224,0.227,0.105,3,305.0,0.04,5.9,3.9,0,1,6,1.15,4.24,53.65,32.28,9.07
CUST00109,29.6,64.1,29.6,4.5,22.9,576.03,28.45,10.5,8.6,3.8,14.0,3.2,0.519,0.257,0.171,0,1078.0,0.265,67.4,19.6,8,3,1,4.95,141.38,249.43,50.97,129.3
CUST00110,47.1,92.9,36.5,0.1,25.8,4872.44,207.59,9.8,6.1,9.9,4.7,3.5,0.119,0.086,0.029,0,7201.0,0.686,131.8,27.9,5,3,0,758.49,1936.14,648.53,1161.96,367.32
CUST00111,35.1,64.0,35.4,20.7,35.9,1406.14,43.77,17.7,10.8,7.4,12.7,15.7,1.0,0.369,0.15,0,2064.0,0.363,59.4,63.3,17,5,1,83.11,479.71,633.37,61.35,148.61
CUST00112,31.8,165.6,66.0,5.5,30.7,5600.09,163.16,11.5,6.7,12.5,7.1,4.3,0.084,0.048,0.037,0,6864.0,0.612,108.5,29.7,3,4,1,2284.83,1238.85,602.05,1370.9,103.46
CUST00113,38.2,37.8,51.3,42.9,13.9,627.53,43.76,6.0,3.8,4.2,8.7,2.7,0.237,0.258,0.062,0,1469.0,0.411,23.7,21.5,5,1,0,225.98,151.92,161.54,59.86,28.24
CUST00114,35.9,61.4,29.6,38.6,15.6,706.0,47.65,8.4,7.4,0.0,6.6,2.7,0.224,0.246,0.055,0,1805.0,0.39,22.4,22.1,3,0,4,129.81,84.38,246.91,106.12,138.79
CUST00115,41.7,60.2,54.1,4.2,1.6,101.48,57.25,0.6,0.7,0.3,0.7,0.7,0.193,0.287,0.178,7,255.0,0.042,9.7,6.3,2,0,3,19.38,3.49,25.5,49.44,3.67
CUST00116,31.2,32.3,25.3,37.3,11.4,634.04,64.78,3.7,5.4,2.3,10.2,4.4,0.305,0.086,0.087,0,1747.0,0.187,35.1,24.7,4,0,0,80.97,288.68,114.62,97.09,52.69
CUST00117,47.8,69.4,30.3,44.2,14.7,836.67,61.63,4.6,5.8,4.3,3.0,2.9,0.204,0.241,0.065,1,1764.0,0.295,26.6,14.9,5,1,0,265.69,165.29,185.67,152.54,67.47
CUST00118,32.1,57.5,35.9,21.5,16.2,252.35,15.57,8.2,3.5,4.6,15.4,15.4,0.946,0.39,0.107,1,1190.0,0.38,99.3,37.1,16,4,2,15.44,71.56,127.94,27.75,9.67
CUST00119,48.5,59.9,33.4,51.9,2.4,206.45,91.41,0.7,0.6,1.0,9.4,2.4,0.305,0.204,0.087,0,1739.0,0.205,0.0,18.2,6,0,2,60.32,35.51,38.46,31.88,40.28
CUST00120,25.2,50.6,19.4,7.0,23.4,1344.42,58.47,11.7,6.7,5.0,46.9,3.5,0.268,0.678,0.225,0,762.0,0.305,302.3,6.3,20,2,1,425.05,154.12,440.5,109.61,215.13
