CustomerID,Age,AnnualIncome_k,Tenure_Months,Recency_Days,Frequency_Purchases,MonetaryTotal,AvgOrderValue,NumWebPurchases,NumStorePurchases,NumCatalogPurchases,NumWebVisitsPerMonth,NumDealsPurchases,DiscountUsageRate,CartAbandonRate,ReturnRate,NumComplaints,LoyaltyPoints,EmailOpenRate,AppSessionMinPerMonth,SocialEngagementScore,WishlistItems,ReviewsWritten,CustomerServiceContacts,Spend_Electronics,Spend_Apparel,Spend_Grocery,Spend_HomeGoods,Spend_Beauty,Cluster,PC1,PC2,PC3,SilhouetteSample
CUST00011,54.8,136.5,71.3,4.1,22.2,3282.06,143.85,9.9,4.6,7.7,7.2,3.5,0.116,0.08,0.026,0,4062.0,0.369,77.0,9.7,10,4,0,611.16,667.63,86.22,1498.05,419.0,1,3.766062405227725,-3.231081979778346,-0.5300053350872543,0.5393720873586798
CUST00012,37.5,72.1,36.7,48.5,4.0,207.83,58.8,1.7,2.0,0.3,7.4,4.0,0.272,0.254,0.127,0,2141.0,0.258,33.5,41.2,8,1,2,14.53,62.76,84.6,15.57,30.37,2,-1.9996360431397504,-0.2661971781458613,-0.6669419659651457,0.5281558329707702
CUST00013,42.8,28.0,58.1,31.2,15.6,905.31,55.73,8.9,3.4,3.3,12.2,5.9,0.235,0.192,0.104,0,1915.0,0.318,34.7,16.9,5,1,0,80.21,228.3,182.33,208.49,205.97,2,-0.5347802142407023,-0.39416034834824853,0.5085530548375404,0.7276600071039859
CUST00014,46.1,63.1,39.6,14.8,15.2,508.74,36.14,6.2,3.5,5.5,10.7,13.2,0.281,0.372,0.12,2,1057.0,0.381,43.0,24.0,10,3,1,93.99,79.26,121.74,12.05,201.7,2,-0.8697631350786551,0.8175447800732898,1.0824783454976787,0.3116947012402687
CUST00015,46.2,15.0,31.7,25.8,31.5,1211.27,40.39,17.2,13.9,0.4,18.0,8.5,0.857,0.64,0.134,0,1186.0,0.18,59.3,45.4,10,1,0,186.22,108.97,832.02,16.3,67.76,3,0.4883742035891775,3.1237163624656077,3.2221904010295237,0.7030172215364581
CUST00016,32.1,68.6,25.6,21.2,16.9,668.81,36.18,10.0,3.8,3.1,12.9,16.9,0.637,0.558,0.176,1,842.0,0.463,40.4,43.1,14,0,2,88.46,348.1,94.66,46.44,91.16,3,-0.9541171307307639,2.7394896848059225,1.7973306331601946,0.5591827659174662
CUST00017,38.1,50.6,28.7,12.3,33.2,1426.2,41.72,14.7,15.4,3.1,17.0,7.6,0.781,0.237,0.064,0,1744.0,0.553,79.4,57.2,11,2,1,25.05,95.44,1117.6,100.95,87.17,3,2.1788211590769695,2.3322218468002056,3.527420830551859,0.4621604315209117
CUST00018,23.6,49.2,2.9,13.1,2.5,134.76,53.72,1.1,1.0,0.4,29.7,2.5,0.395,0.352,0.155,1,1318.0,0.232,193.8,118.3,18,1,0,21.22,51.02,6.61,4.7,51.21,3,-1.4728009543092266,3.8523504552324375,-3.1962940564285955,0.5267071981657339
CUST00019,22.5,41.6,21.0,9.6,12.1,693.03,54.32,4.5,3.1,4.5,25.5,5.5,0.241,0.496,0.105,1,988.0,0.222,86.5,138.7,20,3,2,161.59,85.85,120.83,8.42,316.34,3,-0.42553635816400776,3.662512380853256,-1.9452265883965125,0.6641765054642179
CUST00020,36.8,77.9,10.1,24.2,11.0,369.24,34.96,4.8,4.2,2.1,16.9,5.1,0.74,0.37,0.096,1,1579.0,0.402,44.6,47.8,12,2,0,23.5,46.8,212.93,12.46,73.55,3,-0.8215389971362855,2.02691780854062,0.4477047547691982,0.42515753356930325
CUST00021,55.7,43.7,47.5,79.3,3.5,200.45,58.28,1.7,0.8,0.9,1.4,1.0,0.171,0.155,0.106,2,242.0,0.07,12.5,3.8,3,0,2,52.13,13.41,131.19,1.94,1.79,0,-3.532409320951869,-2.179184523996235,0.031304557706739025,0.7334707616708307
CUST00022,37.3,115.9,45.3,3.1,47.4,10122.21,168.89,19.3,22.2,6.0,7.2,4.1,0.142,0.07,0.027,0,0.0,0.343,103.1,47.4,2,9,1,1931.54,1825.6,1375.48,2404.59,2585.01,1,10.747907751439913,-3.2534111989557775,0.9812644241400392,0.5322065930817443
CUST00023,20.5,42.2,20.2,19.1,13.2,627.53,45.6,5.2,5.4,2.5,5.5,10.2,0.559,0.399,0.148,3,1294.0,0.609,83.5,41.4,14,3,0,63.91,57.36,406.77,50.1,49.39,3,-0.6511635323976926,2.487960025926341,1.0435456796475275,0.5752154775559897
CUST00024,43.5,66.8,28.4,18.2,28.8,1168.1,34.34,15.0,13.2,0.7,15.1,16.8,0.814,0.285,0.1,0,938.0,0.527,82.5,50.1,12,1,1,3.6,251.51,501.15,172.16,239.68,3,1.2609188968717149,2.503682210023141,3.2187632474768635,0.5968123769651911
CUST00025,28.1,58.5,14.2,10.0,12.3,852.93,66.53,5.7,3.9,2.6,29.3,4.7,0.257,0.334,0.181,1,794.0,0.301,81.7,126.2,25,1,1,239.35,404.94,101.33,39.81,67.5,3,-0.3550788004500705,3.4107558082006983,-2.015346792019504,0.6769739935096143
CUST00026,43.7,78.9,92.6,103.2,2.5,122.52,45.65,1.2,0.7,0.6,1.9,1.6,0.269,0.291,0.17,0,213.0,0.036,9.1,4.9,0,0,2,14.33,37.13,48.49,14.05,8.51,0,-3.7627248077214075,-2.4107928621234307,-0.02314654640061926,0.805849342965611
CUST00027,49.6,56.8,17.0,9.5,14.3,579.95,40.36,4.6,6.9,2.7,10.5,14.3,0.543,0.321,0.18,1,1963.0,0.497,32.4,53.1,10,3,0,128.6,201.85,145.24,53.64,50.62,3,-0.45366391405511214,1.6677088350426958,1.3095405999247165,0.3405367563515117
CUST00028,27.3,49.0,13.8,3.9,18.9,1209.03,64.44,6.7,7.6,4.6,34.8,5.2,0.298,0.426,0.16,1,800.0,0.217,64.3,144.5,20,2,2,718.01,214.79,8.25,78.49,189.49,3,0.3446123605420616,3.7504890207075916,-1.7924949739643452,0.6896914094474896
CUST00029,33.6,65.0,15.7,11.8,8.2,544.02,58.41,2.6,2.5,3.0,31.0,6.4,0.454,0.471,0.184,0,688.0,0.146,201.9,109.5,22,3,0,214.47,175.24,20.34,34.52,99.45,3,-0.6366743156160863,4.1261447843294485,-2.5787108739515356,0.6203854979893492
CUST00030,45.0,96.4,68.8,4.0,36.0,4645.38,132.87,19.6,14.6,1.8,12.8,3.4,0.09,0.065,0.02,0,3160.0,0.196,109.2,49.7,9,8,0,925.33,1648.16,554.81,666.3,850.78,1,5.980349921424544,-1.8900630963940819,-0.29689696849976166,0.713244309867521
CUST00031,65.7,52.6,37.3,127.8,2.7,231.58,82.94,1.0,1.3,0.4,1.0,0.8,0.261,0.325,0.105,3,131.0,0.01,8.0,5.7,1,0,1,4.17,31.84,121.05,13.44,61.09,0,-3.8293267363676255,-2.330291709496534,0.06540058244761851,0.8117461630815743
CUST00032,45.3,70.2,43.7,7.8,53.7,5946.96,96.63,29.6,24.0,0.1,13.5,3.3,0.153,0.079,0.041,0,3899.0,0.786,102.0,30.8,6,5,1,3030.55,1143.37,482.26,745.25,545.53,1,8.226203709309559,-1.5233259061478754,1.4674504762236522,0.6210933383357453
CUST00033,43.5,93.0,73.4,7.1,40.6,7444.47,187.11,13.0,17.5,10.2,17.4,3.3,0.145,0.114,0.034,0,4306.0,0.783,104.8,22.9,10,5,0,1178.56,1484.78,2241.27,935.13,1604.72,1,9.311212215174514,-2.373384115272649,2.8986431283889953,0.5936972470910655
CUST00034,49.5,63.5,42.6,43.4,14.6,611.48,41.57,5.5,3.7,5.3,7.9,1.7,0.333,0.139,0.097,0,2007.0,0.189,42.7,25.0,4,1,0,152.46,24.9,191.01,92.21,150.89,2,-0.8653235579507107,-0.8668511164804815,0.2992286765521997,0.7551558566945654
CUST00035,43.3,58.4,33.2,51.3,7.9,559.48,68.86,2.7,1.6,3.6,7.7,3.2,0.341,0.164,0.037,1,1907.0,0.42,43.8,28.6,9,3,1,80.39,95.14,174.74,33.72,175.5,2,-0.8369156971155328,-0.4554275690894642,-0.1527960945832072,0.7519862056105627
CUST00036,41.0,47.7,40.3,40.7,7.1,290.01,39.57,3.5,3.2,0.3,6.9,6.9,0.289,0.28,0.1,2,1840.0,0.072,30.8,21.9,5,0,0,17.97,98.84,62.98,70.95,39.27,2,-2.3770287837169315,-0.25155205677381287,0.037761258904962076,0.3750992837357994
CUST00037,31.9,72.4,32.6,15.4,31.2,1121.39,36.63,18.1,7.0,6.0,11.6,15.9,0.71,0.28,0.114,0,1326.0,0.214,48.2,35.4,8,4,1,70.15,219.53,598.01,220.98,12.74,3,1.1916845763555082,2.023042314154486,3.1320532760106548,0.5156331040155796
CUST00038,49.8,94.7,42.1,5.0,27.7,3164.86,108.09,13.1,9.7,4.8,3.7,2.6,0.109,0.088,0.021,0,3133.0,0.546,22.1,29.5,7,8,1,1594.58,777.35,158.16,574.35,60.42,1,4.026062054009893,-2.157436901596054,0.005224755855111035,0.5997413914911396
CUST00039,52.4,43.9,53.7,290.3,1.7,77.5,57.51,0.8,0.4,0.5,2.6,0.6,0.224,0.145,0.157,2,201.0,0.053,11.9,4.0,0,0,3,17.1,3.81,51.91,4.68,0.01,0,-4.875899326309063,-3.088887216665517,-0.03382130593222299,0.7911180842952488
CUST00040,24.6,55.9,15.6,15.4,19.9,921.92,52.66,8.9,9.5,1.5,18.7,5.4,0.241,0.351,0.147,0,1140.0,0.204,213.0,0.0,22,2,0,116.81,535.7,43.13,42.08,184.19,3,0.3799793349848094,2.646488737315395,-1.3008501222161373,0.6788905521857468
CUST00041,45.5,95.9,65.3,7.3,12.8,1727.39,131.88,5.3,5.6,1.9,6.9,2.0,0.084,0.114,0.024,0,3279.0,0.675,114.7,60.9,3,5,2,598.09,138.69,283.9,220.27,486.45,2,2.0490223665955103,-1.9643434706601477,-1.0546180695891363,0.10192013555996826
CUST00042,30.1,71.1,11.5,9.1,6.8,363.86,48.52,2.2,1.6,3.1,20.9,6.8,0.283,0.494,0.098,0,885.0,0.286,61.3,85.3,18,6,0,119.17,38.02,66.93,70.02,69.72,3,-0.5230735187954271,2.9576619135527764,-1.8298357337310047,0.6483544104088332
CUST00043,49.8,87.3,39.2,6.3,17.6,3406.92,198.2,8.1,5.1,4.5,11.2,2.3,0.043,0.078,0.018,0,6704.0,0.57,53.7,31.1,9,5,1,786.28,1173.25,210.62,739.73,497.04,1,4.379167719265006,-2.6997564808036216,-1.285457476107826,0.6524216117587814
CUST00044,40.5,79.0,27.9,33.0,11.5,549.81,56.39,5.4,3.5,2.5,7.3,1.7,0.299,0.226,0.09,0,982.0,0.174,26.8,28.3,3,1,0,123.8,121.87,117.62,74.95,111.58,2,-1.1505519328398894,-0.4893072547150617,-0.3252260347037437,0.7463438347095444
CUST00045,51.4,21.9,24.1,17.7,14.4,583.24,38.67,6.1,3.4,4.9,12.3,14.4,0.769,0.366,0.099,0,1494.0,0.138,87.5,46.5,13,1,1,75.57,153.08,225.32,11.44,117.82,3,-1.0760840278765718,2.335294019654137,1.683488287209936,0.4626484250965734
CUST00046,43.9,62.5,50.5,55.2,3.3,245.0,73.27,1.6,1.1,0.6,2.2,1.3,0.212,0.298,0.156,2,464.0,0.052,12.0,4.5,1,0,3,31.48,14.55,187.0,11.74,0.24,0,-3.532881113849838,-1.7998710510198936,-0.0011843506194156859,0.6619120599030247
CUST00047,48.3,48.0,41.8,7.9,32.4,1062.74,32.59,10.9,15.6,5.9,12.4,21.2,0.862,0.397,0.079,0,1589.0,0.176,32.1,35.5,8,2,1,1.36,277.46,635.83,1.95,146.14,3,1.0035971748438433,2.331207754896037,4.573464356231625,0.5977937041923148
CUST00048,28.3,47.3,13.4,13.0,5.3,410.33,76.75,2.5,1.7,1.1,21.4,5.3,0.297,0.456,0.17,0,625.0,0.32,162.6,111.5,19,4,2,34.7,110.7,14.67,86.38,163.87,3,-0.9808899933919056,3.370896865936773,-2.6049790448213113,0.5978552665600113
CUST00049,22.9,38.5,7.1,5.1,16.6,1317.91,76.92,5.7,4.7,6.2,19.7,7.1,0.196,0.214,0.132,0,943.0,0.368,118.1,102.9,15,3,0,157.83,471.12,66.16,22.23,600.58,3,0.9936056668485205,2.751555077985888,-1.7673303682855364,0.6518731361865077
CUST00050,47.6,41.4,26.6,13.8,26.7,1494.45,50.72,13.0,8.6,5.1,15.1,12.4,0.294,0.157,0.092,2,1478.0,0.451,65.3,60.5,15,1,2,33.31,120.61,775.51,18.99,546.02,3,1.1081327975016502,1.3475498663644783,2.2835214489414253,0.2971215712126188
CUST00051,47.6,79.0,43.4,18.5,17.4,1689.23,90.33,9.2,4.7,3.5,13.0,1.3,0.211,0.137,0.098,1,1736.0,0.211,23.1,30.0,4,0,0,307.66,233.17,184.02,135.27,829.1,2,0.4016005238321593,-1.4312809225325454,-0.269121834313721,0.6235805334879516
CUST00052,67.6,37.3,79.1,130.3,3.8,191.93,54.35,1.9,1.8,0.1,2.2,0.3,0.238,0.263,0.222,1,313.0,0.037,5.7,7.4,1,0,3,2.9,1.99,115.71,50.28,21.05,0,-4.33307086584473,-2.8279773465234523,0.45775031494434454,0.8449046599628002
CUST00053,39.4,55.5,40.5,45.1,7.5,727.93,87.21,3.4,1.7,2.4,8.4,4.1,0.292,0.071,0.101,1,1442.0,0.281,26.2,17.7,8,0,0,200.65,193.15,39.56,113.43,181.14,2,-1.330134560784043,-0.9064831923268443,-0.39647023497115236,0.6803854828196059
CUST00054,47.0,102.3,32.0,18.5,12.7,1153.02,100.8,4.3,6.2,2.2,7.0,4.7,0.246,0.141,0.107,0,2714.0,0.406,66.9,25.3,4,0,2,66.52,109.27,542.66,337.42,97.15,2,0.14955632587872586,-1.2865094861503894,0.6031290915416552,0.6634695318908662
CUST00055,24.2,50.0,17.2,14.0,22.9,929.96,35.62,13.3,6.3,3.3,19.9,0.6,0.194,0.479,0.106,1,851.0,0.213,89.9,85.7,17,1,1,474.57,94.18,4.87,129.09,227.25,3,0.1089982054810232,2.692585753845758,-1.368035705851897,0.6817434257153476
CUST00056,44.8,69.6,20.5,55.3,18.0,494.89,30.7,6.3,7.5,4.1,7.2,2.5,0.412,0.271,0.085,0,2093.0,0.317,54.5,21.0,4,1,0,26.76,76.78,141.01,212.17,38.17,2,-0.5216377434859448,0.04308701074685703,0.618646379440071,0.6263968034046041
CUST00057,46.6,107.3,54.3,0.0,34.7,5103.47,150.49,15.0,13.6,6.1,17.2,2.2,0.088,0.067,0.029,0,3905.0,0.683,79.4,14.7,8,8,0,1697.5,1040.32,149.95,1056.14,1159.57,1,6.962044089287383,-2.485879324768166,-0.6993543614612592,0.7046606502495625
CUST00058,34.5,50.1,25.2,14.2,24.2,175.61,9.52,10.9,5.3,8.0,12.3,12.9,0.687,0.363,0.094,2,1474.0,0.24,50.1,42.1,19,1,0,2.49,31.84,36.48,83.63,21.16,3,-0.5223839988762363,2.898777775818708,1.8626656424475203,0.644452653284514
CUST00059,52.9,52.1,64.6,12.4,25.0,766.58,31.76,8.3,12.2,4.6,9.8,1.8,0.085,0.117,0.036,0,2444.0,0.457,112.3,49.6,5,7,1,103.96,278.87,49.73,198.19,135.84,2,1.4278310459938572,-0.6475204784281758,-0.12472598744371215,0.39865733404467424
CUST00060,32.6,64.2,41.5,1.7,25.9,223.84,9.58,13.0,8.9,4.0,22.0,10.7,0.421,0.158,0.082,1,1357.0,0.251,110.3,65.5,9,0,1,22.8,84.62,54.03,36.5,25.88,3,0.008727064034326845,2.0215471362742825,0.8674395151861175,0.544240622914674
CUST00061,30.4,57.5,25.2,5.6,24.7,1341.31,66.63,8.7,8.4,7.6,13.8,17.6,0.674,0.374,0.093,1,1803.0,0.406,65.5,57.2,17,5,0,65.52,242.63,585.95,164.5,282.72,3,1.692115382785584,3.057242173921735,2.237366839877486,0.591031836402373
CUST00062,38.5,39.2,23.7,9.5,31.5,1169.06,33.48,15.7,12.7,3.1,17.0,26.9,0.362,0.248,0.156,1,1541.0,0.373,40.2,28.5,12,3,1,339.67,226.13,365.4,131.39,106.47,3,1.2112695223824124,2.592294076861898,3.2165881489464567,0.6133751725453747
CUST00063,40.3,78.4,35.7,23.5,13.0,1205.11,92.18,6.4,5.5,1.1,3.9,2.9,0.117,0.17,0.046,0,1886.0,0.243,31.7,26.0,7,1,0,483.75,149.23,152.25,333.5,86.38,2,0.07061696188851777,-1.1639768958915793,-0.5815368204447712,0.6784632128454121
CUST00064,46.4,60.3,49.9,12.8,16.4,714.38,42.26,8.6,7.3,0.5,19.8,7.0,0.622,0.386,0.157,1,1766.0,0.392,61.7,41.2,12,1,2,113.6,131.95,200.92,157.74,110.17,3,-0.7344792334624499,1.2604612583136157,1.1006967100916725,0.018320213918840218
CUST00065,53.7,75.7,39.5,20.2,19.6,636.72,31.48,6.1,9.6,3.9,18.6,12.8,0.858,0.503,0.087,1,1048.0,0.337,92.5,46.8,11,2,2,14.28,164.8,319.41,86.78,51.45,3,-0.3533143684541521,2.1452981904514683,2.3519426053197643,0.5433548047543569
CUST00066,25.5,70.2,12.4,12.0,13.3,606.13,38.58,7.0,4.7,1.6,10.5,5.3,0.381,0.224,0.15,1,906.0,0.144,150.6,101.3,13,1,1,248.52,28.87,61.29,80.06,187.39,3,-0.7874829325816823,2.2333195878342726,-1.368209107177052,0.4949640440153878
CUST00067,55.1,97.7,38.0,1.7,29.0,6972.45,233.83,15.3,8.0,5.8,9.9,3.4,0.1,0.085,0.03,1,2971.0,0.765,113.9,27.3,2,3,0,400.43,2026.82,1203.86,1523.5,1817.85,1,7.523592524321304,-3.4810099175441973,0.6632209394556138,0.6718775082494871
CUST00068,33.2,52.2,23.2,28.1,9.5,584.1,67.37,4.4,2.1,3.0,8.9,4.8,0.215,0.188,0.085,1,2354.0,0.306,26.1,12.9,4,1,0,264.32,103.35,115.52,33.71,67.2,2,-1.0141960011126476,-0.29102951654760445,-0.28358497614956746,0.7280422097169167
CUST00069,44.2,99.5,46.2,6.7,16.4,2148.61,127.6,8.7,5.0,2.7,9.8,3.2,0.065,0.092,0.041,0,4806.0,0.344,50.1,15.4,5,6,0,857.67,298.44,338.22,559.15,95.13,1,2.5194367779734894,-2.143624779129872,-0.7599643363701791,0.15614289568684028
CUST00070,49.5,46.2,37.7,24.9,10.2,505.86,53.59,3.5,3.0,3.8,8.0,3.7,0.274,0.299,0.083,0,2078.0,0.258,29.0,18.0,7,0,1,103.91,60.42,117.83,41.74,181.96,2,-1.3681555882824066,-0.3860505173215989,0.196046611629124,0.708809239012341
CUST00071,53.6,51.2,25.7,118.0,4.1,295.38,68.07,1.7,0.9,1.5,2.3,1.2,0.3,0.143,0.297,2,271.0,0.054,13.2,3.7,1,0,6,110.0,26.02,126.91,11.8,20.65,0,-4.482315383707048,-2.132999159487535,0.41357302308953153,0.816434575849807
CUST00072,44.6,64.7,19.4,16.0,27.2,1639.43,55.42,10.9,10.7,5.5,17.7,14.3,0.726,0.313,0.092,2,1889.0,0.39,80.5,34.1,16,1,2,47.26,565.9,241.76,123.48,661.04,3,1.2469023704853164,1.9801014432147368,2.2862604400150266,0.5000316547744222
CUST00073,47.7,114.7,23.7,8.6,24.4,3483.57,114.34,10.1,9.4,4.9,14.4,1.6,0.11,0.082,0.031,0,4916.0,0.377,139.1,58.0,6,4,0,952.75,612.82,103.12,565.02,1249.86,1,4.536530588471602,-1.4949796961617883,-1.7498180004700132,0.6236364331468507
CUST00074,43.7,113.4,35.6,33.6,4.9,229.48,47.86,2.2,2.1,0.6,6.0,3.0,0.259,0.16,0.108,0,1498.0,0.253,33.8,37.4,3,0,0,7.45,36.33,59.25,15.76,110.69,2,-1.664601062901029,-1.0693038398752495,-0.7103373822250693,0.5546415978711388
CUST00075,41.3,45.5,75.7,138.3,4.0,292.42,79.74,1.8,0.9,1.3,1.1,1.1,0.269,0.282,0.102,0,341.0,0.053,4.7,5.4,2,0,3,26.14,15.9,210.77,25.26,14.35,0,-3.4547618775788194,-2.18978915796621,0.23436186729468714,0.7128314914130991
CUST00076,52.7,61.4,89.2,171.5,1.6,73.26,46.66,1.0,0.4,0.2,1.2,1.0,0.183,0.178,0.176,1,432.0,0.049,6.4,5.2,0,0,3,23.65,12.02,23.95,9.75,3.9,0,-4.406038743340135,-3.2670281414060725,0.016160302515579934,0.7987842455799948
CUST00077,49.0,67.5,82.2,82.2,3.6,141.33,39.51,1.4,1.8,0.4,2.1,0.4,0.153,0.281,0.253,4,239.0,0.034,6.1,7.8,1,0,1,12.84,23.15,71.68,2.13,31.52,0,-4.331486265152625,-2.4390182381711605,-0.07800990571730106,0.8504563979376452
CUST00078,36.6,156.3,62.4,13.4,21.3,2375.23,150.92,8.8,10.5,2.0,9.0,3.1,0.102,0.015,0.032,0,4809.0,0.613,101.2,13.7,6,6,1,55.68,1054.03,45.03,527.99,692.51,1,3.9675345309887295,-2.747560556061974,-1.0795837711287966,0.5926091108647881
CUST00079,33.1,49.3,25.6,17.8,20.7,469.0,22.85,10.6,10.2,0.0,13.5,19.5,0.46,0.453,0.116,1,935.0,0.381,82.5,12.7,11,5,1,76.05,188.7,31.72,12.37,160.15,3,-0.12866339739305466,2.613054001894513,1.521559946665686,0.6595271552365763
CUST00080,49.9,113.0,39.0,9.6,0.0,2.36,107.73,0.0,0.0,0.0,9.1,0.0,0.124,0.035,0.03,0,4904.0,0.494,30.9,50.3,8,7,1,1.4,0.48,0.21,0.19,0.08,2,0.0020677430723363165,-1.8388531550334515,-2.1260690402134497,0.6037023252551275
CUST00081,47.6,57.5,25.1,11.0,11.1,93.99,7.98,6.2,2.7,2.2,8.2,4.8,0.329,0.212,0.119,0,1899.0,0.292,22.6,28.0,8,1,0,31.88,8.4,12.89,16.28,24.54,2,-1.5211924265066339,0.32286573635449495,0.17057015910107393,0.5393164222670358
CUST00082,38.1,30.0,65.2,142.6,3.8,131.5,32.01,1.2,1.4,1.2,3.1,1.1,0.163,0.151,0.241,1,287.0,0.068,6.6,4.3,1,0,3,13.43,10.71,79.81,9.63,17.93,0,-4.3641910573888225,-1.9483248097434542,-0.05107411425075381,0.7929850060038041
CUST00083,28.7,62.3,29.4,8.2,15.1,841.82,55.48,6.2,6.1,2.8,14.5,14.6,0.573,0.332,0.058,2,1015.0,0.329,81.6,67.2,9,2,2,57.89,107.99,520.22,89.9,65.82,3,-0.3005766357841896,2.1281004261216636,1.5086299383940827,0.5453512534687872
CUST00084,46.6,55.9,46.8,8.1,14.8,1287.05,94.81,8.6,6.8,0.0,6.2,2.9,0.082,0.088,0.036,0,4933.0,0.601,60.3,38.9,5,4,1,402.62,28.71,82.23,594.79,178.7,2,1.5140643750854577,-1.54114347437188,-0.6004433109370793,0.3819769514074501
CUST00085,45.6,49.2,26.4,10.9,11.0,460.5,39.66,3.7,4.6,2.7,16.5,11.0,0.814,0.207,0.088,1,995.0,0.53,82.6,47.8,14,4,1,47.13,135.24,135.3,102.88,39.95,3,-0.5612339753577601,2.0350548466421503,1.0905510530205391,0.4768360668492047
CUST00086,33.7,61.8,12.5,12.9,4.9,235.07,53.61,1.9,1.4,1.6,20.2,4.9,0.718,0.261,0.124,2,1197.0,0.304,58.1,55.9,9,3,0,2.57,58.62,115.63,44.45,13.8,3,-1.6036283232448942,1.845474079804467,-0.4237711034799349,0.18892806885737812
CUST00087,56.1,73.5,23.6,151.2,2.7,81.68,29.66,0.8,1.0,0.8,1.7,0.8,0.206,0.164,0.168,2,389.0,0.068,13.9,6.7,0,0,1,9.87,17.13,44.23,8.67,1.78,0,-3.9568600121012145,-2.1514976338321556,-0.2695930344437685,0.8092303254261425
CUST00088,66.8,83.9,72.7,194.8,3.7,217.88,54.48,1.1,1.4,1.2,1.0,1.1,0.195,0.231,0.151,1,378.0,0.05,6.5,4.3,2,0,2,30.31,23.73,41.01,13.7,109.12,0,-3.8747914862112487,-3.402487716736201,0.13052065406697944,0.7498943274905704
CUST00089,48.9,52.7,22.0,47.2,3.5,231.05,67.85,1.1,1.4,0.9,9.4,3.5,0.246,0.229,0.084,0,1783.0,0.247,21.9,18.6,4,0,0,13.59,20.32,63.42,67.58,66.15,2,-2.0263464805222107,-0.6163757337992962,-0.581393030385776,0.49036886149904635
